Simbolo;Nombre;Sector;Industria
RF^E;Regions Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock, Series E;NO APLICABLE;NO DISPONIBLE
RGTIW;Rigetti Computing, Inc. Warrants;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
RHE^A;Regional Health Properties, Inc. 10.875% Series A Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
RICOU;Agrico Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
RICOW;Agrico Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
RILYG;B. Riley Financial, Inc. 5.00% Senior Notes due 2026;Varios;Servicios a empresas
RILYK;B. Riley Financial, Inc. 5.50% Senior Notes Due 2026;Varios;Servicios a empresas
RILYL;B. Riley Financial, Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock, par value $0.0001;Finanzas;Gestores de inversiones
RILYM;B. Riley Financial, Inc. 6.375% Senior Notes due 2025;Varios;Servicios a empresas
RILYN;B. Riley Financial, Inc. 6.50% Senior Notes Due 2026;Varios;Servicios a empresas
RILYO;B. Riley Financial, Inc. 6.75% Senior Notes due 2024;Varios;Servicios a empresas
RILYP;B. Riley Financial, Inc. Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock;Finanzas;Gestores de inversiones
RILYT;B. Riley Financial, Inc. 6.00% Senior Notes Due 2028;Varios;Servicios a empresas
RILYZ;B. Riley Financial, Inc. 5.25% Senior Notes due 2028;Varios;Servicios a empresas
RLJ^A;RLJ Lodging Trust $1.95 Series A Cumulative Convertible Preferred Shares;NO APLICABLE;NO DISPONIBLE
RLTY;Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest;NO APLICABLE;NO DISPONIBLE
RMGCU;RMG Acquisition Corp. III Unit;Finanzas;Servicios a empresas
RMGCW;RMG Acquisition Corp. III Warrant;Finanzas;Servicios a empresas
RMMZ;RiverNorth Managed Duration Municipal Income Fund II, Inc.;Finanzas;Gestores de inversiones
RMPL^;RiverNorth Specialty Finance Corporation 5.875%;NO APLICABLE;NO DISPONIBLE
RNERU;Mount Rainier Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
RNERW;Mount Rainier Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
RNR^F;RenaissanceRe Holdings Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 5.750% Series F Preference Share;NO APLICABLE;NO DISPONIBLE
RNR^G;RenaissanceRe Holdings Ltd. Depositary Shares, each representing a 1/1,000th interest in a share of 4.20% Series G Preference Shares;NO APLICABLE;NO DISPONIBLE
RNWWW;ReNew Energy Global plc Warrant;NO APLICABLE;NO DISPONIBLE
ROCAU;ROC Energy Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
ROCGU;Roth CH Acquisition IV Co. Unit;NO APLICABLE;NO DISPONIBLE
ROCGW;Roth CH Acquisition IV Co. Warrant;NO APLICABLE;NO DISPONIBLE
ROCL;Roth CH Acquisition V Co.;NO APLICABLE;NO DISPONIBLE
ROCLU;Roth CH Acquisition V Co. Unit;NO APLICABLE;NO DISPONIBLE
ROCLW;Roth CH Acquisition V Co. Warrant;NO APLICABLE;NO DISPONIBLE
ROIVW;Roivant Sciences Ltd. Warrant;NO APLICABLE;NO DISPONIBLE
ROLLP;RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock;Bienes de capital;Fabricacion de metales
ROSEU;Rose Hill Acquisition Corporation Unit;NO APLICABLE;NO DISPONIBLE
ROSEW;Rose Hill Acquisition Corporation Warrant;NO APLICABLE;NO DISPONIBLE
RPT^D;RPT Realty 7.25%;NO APLICABLE;NO DISPONIBLE
RSVRW;Reservoir Media, Inc. Warrant;Servicios al consumidor;Cine/Entretenimiento
RTLPO;The Necessity Retail REIT, Inc. 7.375% Series C Cumulative Redeemable Preferred Stock;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
RTLPP;The Necessity Retail REIT, Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
RVACU;Riverview Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
RVACW;Riverview Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
RVPHW;Reviva Pharmaceuticals Holdings, Inc. Warrants;Sanidad;Biotecnologia Preparados Farmaceuticos
RXRAU;RXR Acquisition Corp. Units;NO APLICABLE;NO DISPONIBLE
RXRAW;RXR Acquisition Corp. Warrants to purchase;NO APLICABLE;NO DISPONIBLE
RZA;Reinsurance Group of America, Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042;Finanzas;Seguros de vida
RZB;Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056;Finanzas;Seguros de vida
SABRP;Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock;Transporte;Otros servicios al consumidor
SABSW;SAB Biotherapeutics, Inc. Warrant;Sanidad;Biotecnologia Preparados Farmaceuticos
SACC;Sachem Capital Corp. 6.875% Notes due 2024;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SACH^A;Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
SAGAR;Sagaliam Acquisition Corp. Rights;NO APLICABLE;NO DISPONIBLE
SAGAU;Sagaliam Acquisition Corp. Units;NO APLICABLE;NO DISPONIBLE
SAK;Saratoga Investment Corp 7.25% Notes due 2025;Finanzas;Empresas financieras
SAMAU;Schultze Special Purpose Acquisition Corp. II Units;NO APLICABLE;NO DISPONIBLE
SAMAW;Schultze Special Purpose Acquisition Corp. II Warrant;NO APLICABLE;NO DISPONIBLE
SANBU;Sanaby Health Acquisition Corp. I Unit;NO APLICABLE;NO DISPONIBLE
SANBW;Sanaby Health Acquisition Corp. I Warrant;NO APLICABLE;NO DISPONIBLE
SATLW;Satellogic Inc. Warrant;NO APLICABLE;NO DISPONIBLE
SB^C;Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C;NO APLICABLE;NO DISPONIBLE
SB^D;Safe Bulkers, Inc Perpetual Preferred Series D;NO APLICABLE;NO DISPONIBLE
SBBA;Scorpio Tankers Inc. 7.00% Senior Notes due 2025;Transporte;Transporte maritimo
SBFMW;Sunshine Biopharma Inc. Warrant;Sanidad;Biotecnologia Preparados Farmaceuticos
SBNYP;Signature Bank Depositary shares, each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock;Finanzas;Grandes bancos
SCAQW;Stratim Cloud Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SCCB;Sachem Capital Corp. 7.125% Notes due 2024;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SCCC;Sachem Capital Corp. 7.75% Notes due 2025;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SCCD;Sachem Capital Corp. 6.00% Notes due 2026;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SCCE;Sachem Capital Corp. 6.00% Notes due 2027;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SCE^G;SCE Trust II Trust Preferred Securities;NO APLICABLE;NO DISPONIBLE
SCE^H;SCE Trust III Fixed/Floating Rate Trust Preference Securities;NO APLICABLE;NO DISPONIBLE
SCE^J;Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities;NO APLICABLE;NO DISPONIBLE
SCE^K;Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities;NO APLICABLE;NO DISPONIBLE
SCE^L;SCE TRUST VI;NO APLICABLE;NO DISPONIBLE
SCHW^D;The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock, Series D;NO APLICABLE;NO DISPONIBLE
SCHW^J;The Charles Schwab Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock, Series J;NO APLICABLE;NO DISPONIBLE
SCLEU;Broadscale Acquisition Corp. Units;NO APLICABLE;NO DISPONIBLE
SCLEW;Broadscale Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SCMAW;Seaport Calibre Materials Acquisition Corp. Warrant;Servicios al consumidor;Otros Farmaceuticos
SCOAU;ScION Tech Growth I Unit;Finanzas;Servicios a empresas
SCOAW;ScION Tech Growth I Warrant;Finanzas;Servicios a empresas
SCOBW;ScION Tech Growth II Warrants;Finanzas;Servicios a empresas
SCRMU;Screaming Eagle Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
SCRMW;Screaming Eagle Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SDACU;Sustainable Development Acquisition I Corp. Unit;NO APLICABLE;NO DISPONIBLE
SDACW;Sustainable Development Acquisition I Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SEAL^A;Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units;NO APLICABLE;NO DISPONIBLE
SEAL^B;Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units;NO APLICABLE;NO DISPONIBLE
SEATW;Vivid Seats Inc. Warrant;Bienes de capital;Maquinaria industrial/Componentes
SF^B;Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.25% Non-Cumulative Preferred Stock, Series B;NO APLICABLE;NO DISPONIBLE
SF^C;Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C;NO APLICABLE;NO DISPONIBLE
SF^D;Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock, Series D;NO APLICABLE;NO DISPONIBLE
SFB;Stifel Financial Corporation 5.20% Senior Notes due 2047;Finanzas;Banqueros/corredores/servicios de inversion
SGHLU;Signal Hill Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
SHACW;SCP & CO Healthcare Acquisition Company Warrant;NO APLICABLE;NO DISPONIBLE
SHCAU;Spindletop Health Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
SHCRW;Sharecare, Inc. Warrant;Tecnologia;Programas informaticos: Software preempaquetado
SHIPZ;Seanergy Maritime Holdings Corp Warrant;NO APLICABLE;NO DISPONIBLE
SHO^H;Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
SHO^I;Sunstone Hotel Investors, Inc. 5.70% Series I Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
SHQAW;Shelter Acquisition Corporation I Warrants;NO APLICABLE;NO DISPONIBLE
SHUAU;SHUAA Partners Acquisition Corp I Unit;NO APLICABLE;NO DISPONIBLE
SI^A;Silvergate Capital Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 5.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A;NO APLICABLE;NO DISPONIBLE
SIERU;Sierra Lake Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
SIERW;Sierra Lake Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SIGIP;Selective Insurance Group, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B;Finanzas;Aseguradoras de Daños
SITC^A;SITE Centers Corp. 6.375% Preferred Shares;NO APLICABLE;NO DISPONIBLE
SIVBP;SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A;Finanzas;Grandes bancos
SJIJ;South Jersey Industries, Inc. 5.625% Junior Subordinated Notes due 2079;Servicios publicos;Transmision de petroleo/gas
SJIV;South Jersey Industries, Inc. Corporate Units;Servicios publicos;Transmision de petroleo/gas
SKYAU;Skydeck Acquisition Corp. Units;Finanzas;Servicios a empresas
SKYAW;Skydeck Acquisition Corp. Warrants;Finanzas;Servicios a empresas
SLAMU;Slam Corp. Unit;Finanzas;Servicios a empresas
SLAMW;Slam Corp. warrant;Finanzas;Servicios a empresas
SLCRU;Silver Crest Acquisition Corporation Unit;Finanzas;Servicios a empresas
SLCRW;Silver Crest Acquisition Corporation Warrant;Finanzas;Servicios a empresas
SLDPW;Solid Power, Inc. Warrant;Bienes de consumo duraderos;Productos electricos
SLG^I;SL Green Realty Corporation Preferred Series I;NO APLICABLE;NO DISPONIBLE
SLGCW;SomaLogic, Inc. Warrant;Sanidad;Biotecnologia: Investigacion comercial fisica y biologica
SLHGP;Skylight Health Group Inc. 9.25% Series A Cumulative Redeemable Perpetual Preferred Shares;Varios;Otros servicios al consumidor
SLMBP;SLM Corporation Floating Rate Non-Cumulative Preferred Stock, Series B;Finanzas;Finanzas Servicios al consumidor
SLNHP;Soluna Holdings, Inc 9.0% Series A Cumulative Perpetual Preferred Stock;Bienes de capital;Maquinaria industrial/Componentes
SLVRU;SilverSPAC Inc. Unit;NO APLICABLE;NO DISPONIBLE
SLVRW;SilverSPAC Inc. Warrant;NO APLICABLE;NO DISPONIBLE
SMAPW;SportsMap Tech Acquisition Corp. Warrants;NO APLICABLE;NO DISPONIBLE
SMFRW;Sema4 Holdings Corp. Warrant;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
SMIHU;Summit Healthcare Acquisition Corp. Units;NO APLICABLE;NO DISPONIBLE
SMIHW;Summit Healthcare Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SNAXW;Stryve Foods, Inc. Warrant;Bienes de consumo no duraderos;Alimentacion especializada
SNCRL;Synchronoss Technologies, Inc. 8.375% Senior Notes due 2026;NO APLICABLE;NO DISPONIBLE
SNRHU;Senior Connect Acquisition Corp. I Unit;NO APLICABLE;NO DISPONIBLE
SNRHW;Senior Connect Acquisition Corp. I Warrant;NO APLICABLE;NO DISPONIBLE
SNV^D;Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquation Preference $25.00 per Share;NO APLICABLE;NO DISPONIBLE
SNV^E;Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E;NO APLICABLE;NO DISPONIBLE
SOHOB;Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SOHON;Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SOHOO;Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SOJC;Southern Company;Servicios publicos;Generacion de energia
SOJD;Southern Company;Servicios publicos;Generacion de energia
SOJE;Southern Company;Servicios publicos;Compañias electricas: Central
SOLN;Southern Company;Servicios publicos;Generacion de energia
SOLOW;Electrameccanica Vehicles Corp. Ltd. Warrants;Bienes de capital;Autopartes:O.E.M.
SOND;Sonder Holdings Inc.;NO APLICABLE;NO DISPONIBLE
SONDW;Sonder Holdings Inc. Warrants;NO APLICABLE;NO DISPONIBLE
SPCMU;Sound Point Acquisition Corp I, Ltd Unit;NO APLICABLE;NO DISPONIBLE
SPE^C;Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock, Series C;NO APLICABLE;NO DISPONIBLE
SPG^J;Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
SPKAR;SPK Acquisition Corp. Right;NO APLICABLE;NO DISPONIBLE
SPKAU;SPK Acquisition Corp Unit;NO APLICABLE;NO DISPONIBLE
SPKBU;Silver Spike Acquisition Corp II Units;Finanzas;Servicios a empresas
SPKBW;Silver Spike Acquisition Corp II Warrant;Finanzas;Servicios a empresas
SPLP^A;Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value;NO APLICABLE;NO DISPONIBLE
SPNT^B;SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares, Series B, $25.00 liquidation preference per share;NO APLICABLE;NO DISPONIBLE
SPTKW;SportsTek Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SQFTP;Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SQFTW;Presidio Property Trust, Inc. Series A Purchase Warrants;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SR^A;Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock;NO APLICABLE;NO DISPONIBLE
SRC^A;Spirit Realty Capital, Inc. 6.000% Series A Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
SREA;DBA Sempra 5.750% Junior Subordinated Notes due 2079;Servicios publicos;Distribucion de gas natural
SRG^A;Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest;NO APLICABLE;NO DISPONIBLE
SRSAU;Sarissa Capital Acquisition Corp. Unit;Finanzas;Servicios a empresas
SRSAW;Sarissa Capital Acquisition Corp. Warrants;Finanzas;Servicios a empresas
SRZNW;Surrozen, Inc. Warrant;Bienes de consumo duraderos;Especialidades quimicas
SSAAW;Science Strategic Acquisition Corp. Alpha Warrant;NO APLICABLE;NO DISPONIBLE
SSSSL;SuRo Capital Corp. 6.00% Notes due 2026;NO APLICABLE;NO DISPONIBLE
STAR^D;iStar Inc. Series D Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
STAR^G;iStar Inc. Series G Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
STAR^I;iStar Inc. Series I Cumulative Redeemable Preferred Stock;NO APLICABLE;NO DISPONIBLE
STRCW;Sarcos Technology and Robotics Corporation Warrants;Bienes de capital;Distribuidores al por mayor
STRNW;Stran & Company, Inc. Warrant;Tecnologia;Publicidad
STRRP;Star Equity Holdings, Inc. Series A Cumulative Perpetual Preferred Stock;Sanidad;Biotecnologia Sustancias de diagnostico in vitro e in vivo
STT^D;State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D;NO APLICABLE;NO DISPONIBLE
STT^G;State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative;NO APLICABLE;NO DISPONIBLE
STZ/B;Constellation Brands Inc;NO APLICABLE;NO DISPONIBLE
SURGW;SurgePays, Inc. Warrant;Tecnologia;Programas informaticos: Software preempaquetado
SVFAU;SVF Investment Corp. Unit;Finanzas;Servicios a empresas
SVFAW;SVF Investment Corp. Warrant;Finanzas;Servicios a empresas
SVNAW;7 Acquisition Corporation Warrant;NO APLICABLE;NO DISPONIBLE
SVSVU;Spring Valley Acquisition Corp. Unit;NO APLICABLE;Agricultura/Semillas/Molineria
SVSVW;Spring Valley Acquisition Corp. Warrant;NO APLICABLE;Agricultura/Semillas/Molineria
SWAGW;Software Acquisition Group Inc. III Warrant;NO APLICABLE;NO DISPONIBLE
SWETU;Athlon Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
SWETW;Athlon Acquisition Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SWSSW;Springwater Special Situations Corp. Warrant;NO APLICABLE;NO DISPONIBLE
SWT;Stanley Black & Decker, Inc. Corporate Unit;Bienes de capital;Fabricacion diversificada
SYF^A;Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A;NO APLICABLE;NO DISPONIBLE
SYTAW;Siyata Mobile, Inc. Warrant;Industrias basicas;Fabricacion de metales
SZZLU;Sizzle Acquisition Corp. Unit;NO APLICABLE;NO DISPONIBLE
T^A;AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A;NO APLICABLE;NO DISPONIBLE
T^C;AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C;NO APLICABLE;NO DISPONIBLE
TALKW;Talkspace, Inc. Warrant;Sanidad;Atencion sanitaria gestionada
TANNI;TravelCenters of America Inc. 8.25% Senior Notes due 2028;Servicios al consumidor;Cadenas alimentarias
TANNL;TravelCenters of America Inc. 8.00% Senior Notes due 2029;Servicios al consumidor;Cadenas alimentarias
TANNZ;TravelCenters of America Inc. 8.00% Senior Notes due 2030;Servicios al consumidor;Cadenas alimentarias
TBB;AT&T Inc. 5.350% Global Notes due 2066;Servicios al consumidor;Equipos de telecomunicaciones
TBC;AT&T Inc. 5.625% Global Notes due 2067;Servicios al consumidor;Equipos de telecomunicaciones
TBCPW;Thunder Bridge Capital Partners III Inc. Warrant;NO APLICABLE;NO DISPONIBLE
TBKCP;Triumph Bancorp, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock;Finanzas;Grandes bancos
TBLAW;Taboola.com Ltd. Warrant;Finanzas;Servicios a empresas
TBLTW;ToughBuilt Industries, Inc. Warrant;Bienes de capital;Fabricacion diversificada
TBSAW;TB SA Acquisition Corp Warrant;Finanzas;Servicios a empresas
TCACU;Tuatara Capital Acquisition Corporation Unit;Finanzas;Servicios a empresas
TCACW;Tuatara Capital Acquisition Corporation Warrant;Finanzas;Servicios a empresas
TCBIO;Texas Capital Bancshares, Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B;Finanzas;Grandes bancos
